Start,End
119283,121053
123878,127345
128017,132726
135150,139144
140075,144488
150500,151110
152433,152800
155378,165800
175979,194008
194331,196957
198694,204118
204182,205655
205762,211112
211237,212360
212468,214183
214270,214878
215008,244694
