pico_Interval Start,pico_Interval End,pico_Interval Duration
33458908.000,33459208.000,300.000
33459508.000,33459808.000,300.000
33460108.000,33460408.000,300.000
33460708.000,33461008.000,300.000
33461308.000,33461608.000,300.000
33461908.000,33462208.000,300.000
33462508.000,33462808.000,300.000
33463108.000,33463408.000,300.000
33463708.000,33464008.000,300.000
33464308.000,33464608.000,300.000
33464908.000,33465208.000,300.000
33465508.000,33465808.000,300.000
33466108.000,33466408.000,300.000
33466708.000,33467008.000,300.000
33467308.000,33467608.000,300.000
33467908.000,33468208.000,300.000
33468508.000,33468808.000,300.000
33469108.000,33469408.000,300.000
33469708.000,33470008.000,300.000
33470308.000,33470608.000,300.000
33470908.000,33471208.000,300.000
33471508.000,33471808.000,300.000
33472108.000,33472408.000,300.000
33472708.000,33473008.000,300.000
33473308.000,33473608.000,300.000
33473908.000,33474208.000,300.000
33474508.000,33474808.000,300.000
33475108.000,33475408.000,300.000
33475708.000,33476008.000,300.000
33476308.000,33476608.000,300.000
33476908.000,33477208.000,300.000
33477508.000,33477808.000,300.000
33478108.000,33478408.000,300.000
33478708.000,33479008.000,300.000
33479308.000,33479608.000,300.000
33479908.000,33480208.000,300.000
33480508.000,33480808.000,300.000
33481108.000,33481408.000,300.000
33481708.000,33482008.000,300.000
33482308.000,33482608.000,300.000
33482908.000,33483208.000,300.000
33483508.000,33483808.000,300.000
33484108.000,33484408.000,300.000
33484708.000,33485008.000,300.000
33485308.000,33485608.000,300.000
33485908.000,33486208.000,300.000
33486508.000,33486808.000,300.000
33487108.000,33487408.000,300.000
33487708.000,33488008.000,300.000
33488308.000,33488608.000,300.000
33488908.000,33489208.000,300.000
33489508.000,33489808.000,300.000
33490108.000,33490408.000,300.000
33490708.000,33491008.000,300.000
33491308.000,33491608.000,300.000
33491908.000,33492208.000,300.000
33492508.000,33492808.000,300.000
33493108.000,33493408.000,300.000
33493708.000,33494008.000,300.000
33494308.000,33494608.000,300.000
33494908.000,33495208.000,300.000
33495508.000,33495808.000,300.000
33496108.000,33496408.000,300.000
33496708.000,33497008.000,300.000
33497308.000,33497608.000,300.000
33497908.000,33498208.000,300.000
33498508.000,33498808.000,300.000
33499108.000,33499408.000,300.000
33499708.000,33500008.000,300.000
33500308.000,33500608.000,300.000
33500908.000,33501208.000,300.000
33501508.000,33501808.000,300.000
33502108.000,33502408.000,300.000
33502708.000,33503008.000,300.000
33503308.000,33503608.000,300.000
33503908.000,33504208.000,300.000
33504508.000,33504808.000,300.000
33505108.000,33505408.000,300.000
33505708.000,33506008.000,300.000
33506308.000,33506608.000,300.000
33506908.000,33507208.000,300.000
33507508.000,33507808.000,300.000
33508108.000,33508408.000,300.000
33508708.000,33509008.000,300.000
33509308.000,33509608.000,300.000
33509908.000,33510208.000,300.000
33510508.000,33510808.000,300.000
33511108.000,33511408.000,300.000
33511708.000,33512008.000,300.000
33512308.000,33512608.000,300.000
33512908.000,33513208.000,300.000
33513508.000,33513808.000,300.000
33514108.000,33514408.000,300.000
33514708.000,33515008.000,300.000
33515308.000,33515608.000,300.000
33515908.000,33516208.000,300.000
33516508.000,33516808.000,300.000
33517108.000,33517408.000,300.000
33517708.000,33518008.000,300.000
33518308.000,33518608.000,300.000
33518908.000,33519208.000,300.000
33519508.000,33519808.000,300.000
33520108.000,33520408.000,300.000
33520708.000,33521008.000,300.000
33521308.000,33521608.000,300.000
33521908.000,33522208.000,300.000
33522508.000,33522808.000,300.000
33523108.000,33523408.000,300.000
33523708.000,33524008.000,300.000
33524308.000,33524608.000,300.000
33524908.000,33525208.000,300.000
33525508.000,33525808.000,300.000
33526108.000,33526408.000,300.000
33526708.000,33527008.000,300.000
33527308.000,33527608.000,300.000
33527908.000,33528208.000,300.000
33528508.000,33528808.000,300.000
33529108.000,33529408.000,300.000
33529708.000,33530008.000,300.000
33530308.000,33530608.000,300.000
33530908.000,33531208.000,300.000
33531508.000,33531808.000,300.000
33532108.000,33532408.000,300.000
33532708.000,33533008.000,300.000
33533308.000,33533608.000,300.000
33533908.000,33534208.000,300.000
33534508.000,33534808.000,300.000
33535108.000,33535408.000,300.000
33535708.000,33536008.000,300.000
33536308.000,33536608.000,300.000
33536908.000,33537208.000,300.000
33537508.000,33537808.000,300.000
33538108.000,33538408.000,300.000
33538708.000,33539008.000,300.000
33539308.000,33539608.000,300.000
33539908.000,33540208.000,300.000
33540508.000,33540808.000,300.000
33541108.000,33541408.000,300.000
33541708.000,33542008.000,300.000
33542308.000,33542608.000,300.000
33542908.000,33543208.000,300.000
33543508.000,33543808.000,300.000
33544108.000,33544408.000,300.000
33544708.000,33545008.000,300.000
33545308.000,33545608.000,300.000
33545908.000,33546208.000,300.000
33546508.000,33546808.000,300.000
33547108.000,33547408.000,300.000
33547708.000,33548008.000,300.000
33548308.000,33548608.000,300.000
33548908.000,33549208.000,300.000
33549508.000,33549808.000,300.000
33550108.000,33550408.000,300.000
33550708.000,33551008.000,300.000
33551308.000,33551608.000,300.000
33551908.000,33552208.000,300.000
33552508.000,33552808.000,300.000
33553108.000,33553408.000,300.000
33553708.000,33554008.000,300.000
33554308.000,33554608.000,300.000
33554908.000,33555208.000,300.000
33555508.000,33555808.000,300.000
33556108.000,33556408.000,300.000
33556708.000,33557008.000,300.000
33557308.000,33557608.000,300.000
33557908.000,33558208.000,300.000
33558508.000,33558808.000,300.000
33559108.000,33559408.000,300.000
33559708.000,33560008.000,300.000
33560308.000,33560608.000,300.000
33560908.000,33561208.000,300.000
33561508.000,33561808.000,300.000
33562108.000,33562408.000,300.000
33562708.000,33563008.000,300.000
33563308.000,33563608.000,300.000
33563908.000,33564208.000,300.000
33564508.000,33564808.000,300.000
33565108.000,33565408.000,300.000
33565708.000,33566008.000,300.000
33566308.000,33566608.000,300.000
33566908.000,33567208.000,300.000
33567508.000,33567808.000,300.000
33568108.000,33568408.000,300.000
33568708.000,33569008.000,300.000
33569308.000,33569608.000,300.000
33569908.000,33570208.000,300.000
33570508.000,33570808.000,300.000
33571108.000,33571408.000,300.000
33571708.000,33572008.000,300.000
33572308.000,33572608.000,300.000
33572908.000,33573208.000,300.000
33573508.000,33573808.000,300.000
33574108.000,33574408.000,300.000
33574708.000,33575008.000,300.000
33575308.000,33575608.000,300.000
33575908.000,33576208.000,300.000
33576508.000,33576808.000,300.000
33577108.000,33577408.000,300.000
33577708.000,33578008.000,300.000
33578308.000,33578608.000,300.000
33578908.000,33579208.000,300.000
33579508.000,33579808.000,300.000
33580108.000,33580408.000,300.000
33580708.000,33581008.000,300.000
33581308.000,33581608.000,300.000
33581908.000,33582208.000,300.000
33582508.000,33582808.000,300.000
33583108.000,33583408.000,300.000
33583708.000,33584008.000,300.000
33584308.000,33584608.000,300.000
33584908.000,33585208.000,300.000
33585508.000,33585808.000,300.000
33586108.000,33586408.000,300.000
33586708.000,33587008.000,300.000
33587308.000,33587608.000,300.000
33587908.000,33588208.000,300.000
33588508.000,33588808.000,300.000
33589108.000,33589408.000,300.000
33589708.000,33590008.000,300.000
33590308.000,33590608.000,300.000
33590908.000,33591208.000,300.000
33591508.000,33591808.000,300.000
33592108.000,33592408.000,300.000
33592708.000,33593008.000,300.000
33593308.000,33593608.000,300.000
33593908.000,33594208.000,300.000
33594508.000,33594808.000,300.000
33595108.000,33595408.000,300.000
33595708.000,33596008.000,300.000
33596308.000,33596608.000,300.000
33596908.000,33597208.000,300.000
33597508.000,33597808.000,300.000
33598108.000,33598408.000,300.000
33598708.000,33599008.000,300.000
33599308.000,33599608.000,300.000
33599908.000,33600208.000,300.000
33600508.000,33600808.000,300.000
33601108.000,33601408.000,300.000
33601708.000,33602008.000,300.000
33602308.000,33602608.000,300.000
33602908.000,33603208.000,300.000
33603508.000,33603808.000,300.000
33604108.000,33604408.000,300.000
33604708.000,33605008.000,300.000
33605308.000,33605608.000,300.000
33605908.000,33606208.000,300.000
33606508.000,33606808.000,300.000
33607108.000,33607408.000,300.000
33607708.000,33608008.000,300.000
33608308.000,33608608.000,300.000
33608908.000,33609208.000,300.000
33609508.000,33609808.000,300.000
33610108.000,33610408.000,300.000
33610708.000,33611008.000,300.000
33611308.000,33611608.000,300.000
33611908.000,33612208.000,300.000
33612508.000,33612808.000,300.000
33613108.000,33613408.000,300.000
33613708.000,33614008.000,300.000
33614308.000,33614608.000,300.000
33614908.000,33615208.000,300.000
33615508.000,33615808.000,300.000
33616108.000,33616408.000,300.000
33616708.000,33617008.000,300.000
33617308.000,33617608.000,300.000
33617908.000,33618208.000,300.000
33618508.000,33618808.000,300.000
33619108.000,33619408.000,300.000
33619708.000,33620008.000,300.000
33620308.000,33620608.000,300.000
33620908.000,33621208.000,300.000
33621508.000,33621808.000,300.000
33622108.000,33622408.000,300.000
33622708.000,33623008.000,300.000
33623308.000,33623608.000,300.000
33623908.000,33624208.000,300.000
33624508.000,33624808.000,300.000
33625108.000,33625408.000,300.000
33625708.000,33626008.000,300.000
33626308.000,33626608.000,300.000
33626908.000,33627208.000,300.000
33627508.000,33627808.000,300.000
33628108.000,33628408.000,300.000
33628708.000,33629008.000,300.000
33629308.000,33629608.000,300.000
33629908.000,33630208.000,300.000
33630508.000,33630808.000,300.000
33631108.000,33631408.000,300.000
33631708.000,33632008.000,300.000
33632308.000,33632608.000,300.000
33632908.000,33633208.000,300.000
33633508.000,33633808.000,300.000
33634108.000,33634408.000,300.000
33634708.000,33635008.000,300.000
33635308.000,33635608.000,300.000
33635908.000,33636208.000,300.000
33636508.000,33636808.000,300.000
33637108.000,33637408.000,300.000
33637708.000,33638008.000,300.000
33638308.000,33638608.000,300.000
33638908.000,33639208.000,300.000
33639508.000,33639808.000,300.000
33640108.000,33640408.000,300.000
33640708.000,33641008.000,300.000
33641308.000,33641608.000,300.000
33641908.000,33642208.000,300.000
33642508.000,33642808.000,300.000
33643108.000,33643408.000,300.000
33643708.000,33644008.000,300.000
33644308.000,33644608.000,300.000
33644908.000,33645208.000,300.000
33645508.000,33645808.000,300.000
33646108.000,33646408.000,300.000
33646708.000,33647008.000,300.000
33647308.000,33647608.000,300.000
33647908.000,33648208.000,300.000
33648508.000,33648808.000,300.000
33649108.000,33649408.000,300.000
33649708.000,33650008.000,300.000
33650308.000,33650608.000,300.000
33650908.000,33651208.000,300.000
33651508.000,33651808.000,300.000
33652108.000,33652408.000,300.000
33652708.000,33653008.000,300.000
33653308.000,33653608.000,300.000
33653908.000,33654208.000,300.000
33654508.000,33654808.000,300.000
33655108.000,33655408.000,300.000
33655708.000,33656008.000,300.000
33656308.000,33656608.000,300.000
33656908.000,33657208.000,300.000
33657508.000,33657808.000,300.000
33658108.000,33658408.000,300.000
33658708.000,33659008.000,300.000
33659308.000,33659608.000,300.000
33659908.000,33660208.000,300.000
33660508.000,33660808.000,300.000
33661108.000,33661408.000,300.000
33661708.000,33662008.000,300.000
33662308.000,33662608.000,300.000
33662908.000,33663208.000,300.000
33663508.000,33663808.000,300.000
33664108.000,33664408.000,300.000
33664708.000,33665008.000,300.000
33665308.000,33665608.000,300.000
33665908.000,33666208.000,300.000
33666508.000,33666808.000,300.000
33667108.000,33667408.000,300.000
33667708.000,33668008.000,300.000
33668308.000,33668608.000,300.000
33668908.000,33669208.000,300.000
33669508.000,33669808.000,300.000
33670108.000,33670408.000,300.000
33670708.000,33671008.000,300.000
33671308.000,33671608.000,300.000
33671908.000,33672208.000,300.000
33672508.000,33672808.000,300.000
33673108.000,33673408.000,300.000
33673708.000,33674008.000,300.000
33674308.000,33674608.000,300.000
33674908.000,33675208.000,300.000
33675508.000,33675808.000,300.000
33676108.000,33676408.000,300.000
33676708.000,33677008.000,300.000
33677308.000,33677608.000,300.000
33677908.000,33678208.000,300.000
33678508.000,33678808.000,300.000
33679112.000,33679408.000,296.000
33679712.000,33680008.000,296.000
33680308.000,33680608.000,300.000
33680908.000,33681208.000,300.000
33681508.000,33681808.000,300.000
33682108.000,33682408.000,300.000
33682708.000,33683008.000,300.000
33683308.000,33683608.000,300.000
33683912.000,33684208.000,296.000
33684512.000,33684808.000,296.000
33685112.000,33685408.000,296.000
33685708.000,33686008.000,300.000
33686308.000,33686608.000,300.000
33686908.000,33687208.000,300.000
33687508.000,33687808.000,300.000
33688108.000,33688408.000,300.000
33688712.000,33689008.000,296.000
33689312.000,33689608.000,296.000
33689912.000,33690208.000,296.000
33690512.000,33690808.000,296.000
33691112.000,33691408.000,296.000
33691708.000,33692008.000,300.000
33692308.000,33692608.000,300.000
33692912.000,33693208.000,296.000
33693512.000,33693808.000,296.000
33694112.000,33694408.000,296.000
33694712.000,33695008.000,296.000
33695312.000,33695608.000,296.000
33695912.000,33696208.000,296.000
33696512.000,33696808.000,296.000
33697112.000,33697408.000,296.000
33697712.000,33698008.000,296.000
33698312.000,33698608.000,296.000
33698912.000,33699208.000,296.000
33699512.000,33699808.000,296.000
33700112.000,33700408.000,296.000
33700712.000,33701008.000,296.000
33701312.000,33701608.000,296.000
33701912.000,33702208.000,296.000
33702512.000,33702808.000,296.000
33703112.000,33703408.000,296.000
33703712.000,33704008.000,296.000
33704312.000,33704608.000,296.000
33704912.000,33705208.000,296.000
33705512.000,33705808.000,296.000
33706112.000,33706408.000,296.000
33706712.000,33707008.000,296.000
33707312.000,33707608.000,296.000
33707912.000,33708208.000,296.000
33708512.000,33708808.000,296.000
33709112.000,33709408.000,296.000
33709712.000,33710008.000,296.000
33710312.000,33710608.000,296.000
33710912.000,33711208.000,296.000
33711512.000,33711808.000,296.000
33712112.000,33712408.000,296.000
33712712.000,33713008.000,296.000
33713312.000,33713608.000,296.000
33713912.000,33714208.000,296.000
33714512.000,33714808.000,296.000
33715112.000,33715408.000,296.000
33715712.000,33716008.000,296.000
33716312.000,33716608.000,296.000
33716912.000,33717208.000,296.000
33717512.000,33717808.000,296.000
33718112.000,33718408.000,296.000
33718712.000,33719008.000,296.000
33719312.000,33719608.000,296.000
33719912.000,33720208.000,296.000
33720512.000,33720808.000,296.000
33721112.000,33721408.000,296.000
33721712.000,33722008.000,296.000
33722312.000,33722608.000,296.000
33722912.000,33723208.000,296.000
33723512.000,33723808.000,296.000
33724112.000,33724408.000,296.000
33724712.000,33725008.000,296.000
33725312.000,33725608.000,296.000
33725912.000,33726208.000,296.000
33726512.000,33726808.000,296.000
33727112.000,33727408.000,296.000
33727712.000,33728008.000,296.000
33728312.000,33728608.000,296.000
33728912.000,33729208.000,296.000
33729512.000,33729808.000,296.000
33730112.000,33730408.000,296.000
33730712.000,33731008.000,296.000
33731312.000,33731608.000,296.000
33731912.000,33732208.000,296.000
33732512.000,33732808.000,296.000
33733112.000,33733408.000,296.000
33733712.000,33734008.000,296.000
33734312.000,33734608.000,296.000
33734912.000,33735208.000,296.000
33735512.000,33735808.000,296.000
33736112.000,33736408.000,296.000
33736712.000,33737008.000,296.000
33737312.000,33737608.000,296.000
33737912.000,33738208.000,296.000
33738512.000,33738808.000,296.000
33739112.000,33739408.000,296.000
33739712.000,33740008.000,296.000
33740312.000,33740608.000,296.000
33740912.000,33741208.000,296.000
33741512.000,33741808.000,296.000
33742112.000,33742408.000,296.000
33742712.000,33743008.000,296.000
33743312.000,33743608.000,296.000
33743912.000,33744208.000,296.000
33744512.000,33744808.000,296.000
33745112.000,33745408.000,296.000
33745712.000,33746008.000,296.000
33746312.000,33746608.000,296.000
33746912.000,33747208.000,296.000
33747512.000,33747808.000,296.000
33748112.000,33748408.000,296.000
33748712.000,33749008.000,296.000
33749312.000,33749608.000,296.000
33749912.000,33750208.000,296.000
33750512.000,33750808.000,296.000
33751112.000,33751408.000,296.000
33751712.000,33752008.000,296.000
33752312.000,33752608.000,296.000
33752912.000,33753208.000,296.000
33753512.000,33753808.000,296.000
33754112.000,33754408.000,296.000
33754712.000,33755008.000,296.000
33755312.000,33755608.000,296.000
33755912.000,33756208.000,296.000
33756512.000,33756808.000,296.000
33757112.000,33757408.000,296.000
33757712.000,33758008.000,296.000
33758312.000,33758608.000,296.000
33758912.000,33759208.000,296.000
33759512.000,33759808.000,296.000
33760112.000,33760408.000,296.000
33760712.000,33761008.000,296.000
33761312.000,33761608.000,296.000
33761912.000,33762208.000,296.000
33762512.000,33762808.000,296.000
33763112.000,33763408.000,296.000
33763712.000,33764008.000,296.000
33764312.000,33764608.000,296.000
33764912.000,33765208.000,296.000
33765512.000,33765808.000,296.000
33766112.000,33766408.000,296.000
33766712.000,33767008.000,296.000
33767312.000,33767608.000,296.000
33767912.000,33768208.000,296.000
33768512.000,33768808.000,296.000
33769112.000,33769408.000,296.000
33769712.000,33770008.000,296.000
33770312.000,33770608.000,296.000
33770912.000,33771208.000,296.000
33771512.000,33771808.000,296.000
33772112.000,33772408.000,296.000
33772712.000,33773008.000,296.000
33773312.000,33773608.000,296.000
33773912.000,33774208.000,296.000
33774512.000,33774808.000,296.000
33775112.000,33775408.000,296.000
33775712.000,33776008.000,296.000
33776312.000,33776608.000,296.000
33776912.000,33777208.000,296.000
33777512.000,33777808.000,296.000
33778112.000,33778408.000,296.000
33778712.000,33779008.000,296.000
33779312.000,33779608.000,296.000
33779912.000,33780208.000,296.000
33780512.000,33780808.000,296.000
33781112.000,33781408.000,296.000
33781712.000,33782008.000,296.000
33782312.000,33782608.000,296.000
33782912.000,33783208.000,296.000
33783512.000,33783808.000,296.000
33784112.000,33784408.000,296.000
33784712.000,33785008.000,296.000
33785312.000,33785608.000,296.000
33785912.000,33786208.000,296.000
33786512.000,33786808.000,296.000
33787112.000,33787408.000,296.000
33787712.000,33788008.000,296.000
33788312.000,33788608.000,296.000
33788912.000,33789208.000,296.000
33789512.000,33789808.000,296.000
33790112.000,33790408.000,296.000
33790712.000,33791008.000,296.000
33791312.000,33791608.000,296.000
33791912.000,33792208.000,296.000
33792512.000,33792808.000,296.000
33793112.000,33793408.000,296.000
33793712.000,33794008.000,296.000
33794312.000,33794608.000,296.000
33794912.000,33795208.000,296.000
33795512.000,33795808.000,296.000
33796112.000,33796408.000,296.000
33796712.000,33797008.000,296.000
33797312.000,33797608.000,296.000
33797912.000,33798208.000,296.000
33798512.000,33798808.000,296.000
33799112.000,33799408.000,296.000
33799712.000,33800008.000,296.000
33800312.000,33800608.000,296.000
33800912.000,33801208.000,296.000
33801512.000,33801808.000,296.000
33802112.000,33802408.000,296.000
33802712.000,33803008.000,296.000
33803312.000,33803608.000,296.000
33803912.000,33804208.000,296.000
33804512.000,33804808.000,296.000
33805112.000,33805408.000,296.000
33805712.000,33806008.000,296.000
33806312.000,33806608.000,296.000
33806912.000,33807208.000,296.000
33807512.000,33807808.000,296.000
33808112.000,33808408.000,296.000
33808712.000,33809008.000,296.000
33809312.000,33809608.000,296.000
33809912.000,33810208.000,296.000
33810512.000,33810808.000,296.000
33811112.000,33811408.000,296.000
33811712.000,33812008.000,296.000
33812312.000,33812608.000,296.000
33812912.000,33813208.000,296.000
33813512.000,33813808.000,296.000
33814112.000,33814408.000,296.000
33814712.000,33815008.000,296.000
33815312.000,33815608.000,296.000
33815912.000,33816208.000,296.000
33816512.000,33816808.000,296.000
33817112.000,33817408.000,296.000
33817712.000,33818008.000,296.000
33818312.000,33818608.000,296.000
33818912.000,33819208.000,296.000
33819512.000,33819808.000,296.000
33820112.000,33820408.000,296.000
33820712.000,33821008.000,296.000
33821312.000,33821608.000,296.000
33821912.000,33822208.000,296.000
33822512.000,33822808.000,296.000
33823112.000,33823408.000,296.000
33823712.000,33824008.000,296.000
33824312.000,33824608.000,296.000
33824912.000,33825208.000,296.000
33825512.000,33825808.000,296.000
33826112.000,33826408.000,296.000
33826712.000,33827008.000,296.000
33827312.000,33827608.000,296.000
33827912.000,33828208.000,296.000
33828512.000,33828808.000,296.000
33829112.000,33829408.000,296.000
33829712.000,33830008.000,296.000
33830312.000,33830608.000,296.000
33830912.000,33831208.000,296.000
33831512.000,33831808.000,296.000
33832112.000,33832408.000,296.000
33832712.000,33833008.000,296.000
33833312.000,33833608.000,296.000
33833912.000,33834208.000,296.000
33834512.000,33834808.000,296.000
33835112.000,33835408.000,296.000
33835712.000,33836008.000,296.000
33836312.000,33836608.000,296.000
33836912.000,33837208.000,296.000
33837512.000,33837808.000,296.000
33838112.000,33838408.000,296.000
33838712.000,33839008.000,296.000
33839312.000,33839608.000,296.000
33839912.000,33840208.000,296.000
33840512.000,33840808.000,296.000
33841112.000,33841408.000,296.000
33841712.000,33842008.000,296.000
33842312.000,33842608.000,296.000
33842912.000,33843208.000,296.000
33843512.000,33843808.000,296.000
33844112.000,33844408.000,296.000
33844712.000,33845008.000,296.000
33845312.000,33845608.000,296.000
33845912.000,33846208.000,296.000
33846512.000,33846808.000,296.000
33847112.000,33847408.000,296.000
33847712.000,33848008.000,296.000
33848312.000,33848608.000,296.000
33848912.000,33849208.000,296.000
33849512.000,33849808.000,296.000
33850112.000,33850408.000,296.000
33850712.000,33851008.000,296.000
33851312.000,33851608.000,296.000
33851912.000,33852208.000,296.000
33852512.000,33852808.000,296.000
33853112.000,33853408.000,296.000
33853712.000,33854008.000,296.000
33854312.000,33854608.000,296.000
33854912.000,33855208.000,296.000
33855512.000,33855808.000,296.000
33856112.000,33856408.000,296.000
33856712.000,33857008.000,296.000
33857312.000,33857608.000,296.000
33857912.000,33858208.000,296.000
33858512.000,33858808.000,296.000
33859112.000,33859408.000,296.000
33859712.000,33860008.000,296.000
33860312.000,33860608.000,296.000
33860912.000,33861208.000,296.000
33861512.000,33861808.000,296.000
33862112.000,33862408.000,296.000
33862712.000,33863008.000,296.000
33863312.000,33863608.000,296.000
33863912.000,33864208.000,296.000
33864512.000,33864808.000,296.000
33865112.000,33865408.000,296.000
33865712.000,33866008.000,296.000
33866312.000,33866608.000,296.000
33866912.000,33867208.000,296.000
33867512.000,33867808.000,296.000
33868112.000,33868408.000,296.000
33868712.000,33869008.000,296.000
33869312.000,33869608.000,296.000
33869912.000,33870208.000,296.000
33870512.000,33870808.000,296.000
33871112.000,33871408.000,296.000
33871712.000,33872008.000,296.000
33872312.000,33872608.000,296.000
33872912.000,33873208.000,296.000
33873512.000,33873808.000,296.000
33874112.000,33874408.000,296.000
33874712.000,33875008.000,296.000
33875312.000,33875608.000,296.000
33875912.000,33876208.000,296.000
33876512.000,33876808.000,296.000
33877112.000,33877408.000,296.000
33877712.000,33878008.000,296.000
33878312.000,33878608.000,296.000
33878912.000,33879208.000,296.000
33879512.000,33879808.000,296.000
33880112.000,33880408.000,296.000
33880712.000,33881012.000,300.000
33881312.000,33881608.000,296.000
33881912.000,33882208.000,296.000
33882512.000,33882808.000,296.000
33883112.000,33883408.000,296.000
33883712.000,33884008.000,296.000
33884312.000,33884608.000,296.000
33884912.000,33885208.000,296.000
33885512.000,33885812.000,300.000
33886112.000,33886412.000,300.000
33886712.000,33887008.000,296.000
33887312.000,33887608.000,296.000
33887912.000,33888208.000,296.000
33888512.000,33888808.000,296.000
33889112.000,33889408.000,296.000
33889712.000,33890008.000,296.000
33890312.000,33890612.000,300.000
33890912.000,33891212.000,300.000
33891512.000,33891812.000,300.000
33892112.000,33892412.000,300.000
33892712.000,33893008.000,296.000
33893312.000,33893608.000,296.000
33893912.000,33894208.000,296.000
33894512.000,33894808.000,296.000
33895112.000,33895412.000,300.000
33895712.000,33896012.000,300.000
33896312.000,33896612.000,300.000
33896912.000,33897212.000,300.000
33897512.000,33897812.000,300.000
33898112.000,33898412.000,300.000
33898712.000,33899008.000,296.000
33899312.000,33899608.000,296.000
33899912.000,33900212.000,300.000
33900512.000,33900812.000,300.000
33901112.000,33901412.000,300.000
33901712.000,33902012.000,300.000
33902312.000,33902612.000,300.000
33902912.000,33903212.000,300.000
33903512.000,33903812.000,300.000
33904112.000,33904412.000,300.000
33904712.000,33905012.000,300.000
33905312.000,33905612.000,300.000
33905912.000,33906212.000,300.000
33906512.000,33906812.000,300.000
33907112.000,33907412.000,300.000
33907712.000,33908012.000,300.000
33908312.000,33908612.000,300.000
33908912.000,33909212.000,300.000
33909512.000,33909812.000,300.000
33910112.000,33910412.000,300.000
33910712.000,33911012.000,300.000
33911312.000,33911612.000,300.000
33911912.000,33912212.000,300.000
33912512.000,33912812.000,300.000
33913112.000,33913412.000,300.000
33913712.000,33914012.000,300.000
33914312.000,33914612.000,300.000
33914912.000,33915212.000,300.000
33915512.000,33915812.000,300.000
33916112.000,33916412.000,300.000
33916712.000,33917012.000,300.000
33917312.000,33917612.000,300.000
33917912.000,33918212.000,300.000
33918512.000,33918812.000,300.000
33919112.000,33919412.000,300.000
33919712.000,33920012.000,300.000
33920312.000,33920612.000,300.000
33920912.000,33921212.000,300.000
33921512.000,33921812.000,300.000
33922112.000,33922412.000,300.000
33922712.000,33923012.000,300.000
33923312.000,33923612.000,300.000
33923912.000,33924212.000,300.000
33924512.000,33924812.000,300.000
33925112.000,33925412.000,300.000
33925712.000,33926012.000,300.000
33926312.000,33926612.000,300.000
33926912.000,33927212.000,300.000
33927512.000,33927812.000,300.000
33928112.000,33928412.000,300.000
33928712.000,33929012.000,300.000
33929312.000,33929612.000,300.000
33929912.000,33930212.000,300.000
33930512.000,33930812.000,300.000
33931112.000,33931412.000,300.000
33931712.000,33932012.000,300.000
33932312.000,33932612.000,300.000
33932912.000,33933212.000,300.000
33933512.000,33933812.000,300.000
33934112.000,33934412.000,300.000
33934712.000,33935012.000,300.000
33935312.000,33935612.000,300.000
33935912.000,33936212.000,300.000
33936512.000,33936812.000,300.000
33937112.000,33937412.000,300.000
33937712.000,33938012.000,300.000
33938312.000,33938612.000,300.000
33938912.000,33939212.000,300.000
33939512.000,33939812.000,300.000
33940112.000,33940412.000,300.000
33940712.000,33941012.000,300.000
33941312.000,33941612.000,300.000
33941912.000,33942212.000,300.000
33942512.000,33942812.000,300.000
33943112.000,33943412.000,300.000
33943712.000,33944012.000,300.000
33944312.000,33944612.000,300.000
33944912.000,33945212.000,300.000
33945512.000,33945812.000,300.000
33946112.000,33946412.000,300.000
33946712.000,33947012.000,300.000
33947312.000,33947612.000,300.000
33947912.000,33948212.000,300.000
33948512.000,33948812.000,300.000
33949112.000,33949412.000,300.000
33949712.000,33950012.000,300.000
33950312.000,33950612.000,300.000
33950912.000,33951212.000,300.000
33951512.000,33951812.000,300.000
33952112.000,33952412.000,300.000
33952712.000,33953012.000,300.000
33953312.000,33953612.000,300.000
33953912.000,33954212.000,300.000
33954512.000,33954812.000,300.000
33955112.000,33955412.000,300.000
33955712.000,33956012.000,300.000
33956312.000,33956612.000,300.000
33956912.000,33957212.000,300.000
33957512.000,33957812.000,300.000
33958112.000,33958412.000,300.000
33958712.000,33959012.000,300.000
33959312.000,33959612.000,300.000
33959912.000,33960212.000,300.000
33960512.000,33960812.000,300.000
33961112.000,33961412.000,300.000
33961712.000,33962012.000,300.000
33962312.000,33962612.000,300.000
33962912.000,33963212.000,300.000
33963512.000,33963812.000,300.000
33964112.000,33964412.000,300.000
33964712.000,33965012.000,300.000
33965312.000,33965612.000,300.000
33965912.000,33966212.000,300.000
33966512.000,33966812.000,300.000
33967112.000,33967412.000,300.000
33967712.000,33968012.000,300.000
33968312.000,33968612.000,300.000
33968912.000,33969212.000,300.000
33969512.000,33969812.000,300.000
33970112.000,33970412.000,300.000
33970712.000,33971012.000,300.000
33971312.000,33971612.000,300.000
33971912.000,33972212.000,300.000
33972512.000,33972812.000,300.000
33973112.000,33973412.000,300.000
33973712.000,33974012.000,300.000
33974312.000,33974612.000,300.000
33974912.000,33975212.000,300.000
33975512.000,33975812.000,300.000
33976112.000,33976412.000,300.000
33976712.000,33977012.000,300.000
33977312.000,33977612.000,300.000
33977912.000,33978212.000,300.000
33978512.000,33978812.000,300.000
33979112.000,33979412.000,300.000
33979712.000,33980012.000,300.000
33980312.000,33980612.000,300.000
33980912.000,33981212.000,300.000
33981512.000,33981812.000,300.000
33982112.000,33982412.000,300.000
